entry_number,pmid,title,details,author,url,abstract,sample_size_indicator,followup_indicator,pathologic_staging_filter,keyword_score
8921,32295542,Both comorbidity and worse performance status are associated with poorer overall survival after external beam radiotherapy for prostate cancer,BMC Cancer. 2020 Apr 15;20(1):324. doi: 10.1186/s12885-020-06812-6.,Lehtonen M,https://www.ncbi.nlm.nih.gov/pubmed/32295542,"BACKGROUND: In this retrospective study, we evaluated the biochemical recurrence rate, metastatic disease progression, and prostate cancer-specific and overall survival in patients curatively treated with external beam radiotherapy (EBRT) for early prostate cancer (PC). We also examined the prognostic effect of comorbidity by Charlson Comorbidity Index (CCI) and overall performance status by Eastern Clinical Oncology Group (ECOG) score. METHODS: A total of 665 men treated between 2008 and 2013 were enrolled from Tampere University Hospital, Finland. Prostate-specific antigen (PSA) tests and hospital records were used to determine the 5-year survival for each aforementioned endpoint using a Kaplan-Meyer estimate. To analyze the impact of the selected prognostic factor, we used a Cox regression model to calculate the corresponding hazard ratio (HR) and 95% confidence interval (CI). RESULTS: With a median follow-up-time of 7.12 years, the 5-year overall survival (OS) after EBRT was 88.9% [86.5 -91.3%], prostate cancer-specific survival (PCSS) was 97.9% [96.7 -99.1%], metastasis-free survival (MFS) 94.8% [93.0 -96.6%] and biochemical recurrence-free survival (BRFS) 88.7% [86.2 -91.2%]. Both CCI (HR = 1.38, [1.25-1.51]) and ECOG score (HR = 1.63, [1.29-2.05]) declined OS, as well as Gleason score and T score (P <  0.05). Gleason score and T grade also associated to worse PCSS, MFS and BRFS. CONCLUSIONS: CCI and ECOG score are useful tools in evaluating the overall life expectancy of the patient after EBRT for PC. T-stage and Gleason score remain still the major prognostic factors.",UNKNOWN,TRUE,UNKNOWN,92
8922,32015294,Magnetic Resonance Imaging Assessment After Therapy in Prostate Cancer,Top Magn Reson Imaging. 2020 Feb;29(1):47-58. doi: 10.1097/RMR.0000000000000231.,Koopman AGMM,https://www.ncbi.nlm.nih.gov/pubmed/32015294,"Prostate cancer is the fifth leading cause of death worldwide. A variety of treatment options is available for localized prostate cancer and may range from active surveillance to focal therapy or whole gland treatment, that is, surgery or radiotherapy. Serum prostate-specific antigen levels are an important tool to monitor treatment success after whole gland treatment, unfortunately prostate-specific antigen is unreliable after focal therapy. Multiparametric magnetic resonance imaging of the prostate is rapidly gaining field in the management of prostate cancer and may play a crucial role in the evaluation of recurrent prostate cancer. This article will focus on postprocedural magnetic resonance imaging after different forms of local therapy in patients with prostate cancer.",UNKNOWN,UNKNOWN,UNKNOWN,50
8924,31712648,Cytoreductive treatment strategies for de novo metastatic prostate cancer,Nat Rev Clin Oncol. 2020 Mar;17(3):168-182. doi: 10.1038/s41571-019-0284-3. Epub 2019 Nov 11.,Connor MJ,https://www.ncbi.nlm.nih.gov/pubmed/31712648,"In the past decade, a revolution in the treatment of metastatic prostate cancer has occurred with the advent of novel hormonal agents and life-prolonging chemotherapy regimens in combination with standard androgen-deprivation therapy. Notwithstanding, the use of systemic therapy alone can result in a castrate-resistant state; therefore, increasing focus is being placed on the additional survival benefits that could potentially be achieved with local cytoreductive and/or metastasis-directed therapies. Local treatment of the primary tumour with the established modalities of radiotherapy and radical prostatectomy has been explored in this context, and the use of novel minimally invasive ablative therapies has been proposed. In addition, evidence of the potential clinical benefits of metastasis-directed therapy with ionizing radiation (primarily stereotactic ablative radiotherapy) is accumulating. Herein, we summarize the pathobiological rationale for local cytoreduction and the potentially systemic immunological responses to radiotherapy and ablative therapies in patients with metastatic prostate cancer. We also discuss the current evidence base for a cytoreductive strategy, including metastasis-directed therapy, in the current era of sequential multimodal therapy incorporating novel treatments. Finally, we outline further research questions relating to this complex and evolving treatment landscape.",UNKNOWN,UNKNOWN,UNKNOWN,63
8925,31792431,Financial toxicity associated with treatment of localized prostate cancer,Nat Rev Urol. 2020 Jan;17(1):28-40. doi: 10.1038/s41585-019-0258-3. Epub 2019 Dec 2.,Imber BS,https://www.ncbi.nlm.nih.gov/pubmed/31792431,"Financial toxicity is a broad term to describe the economic consequences and subjective burden resulting from a cancer diagnosis and treatment. As financial toxicity is associated with poor disease outcomes, recognition of this problem and calls for strategies to identify and support those most at risk are increasing. Men with localized prostate cancer face treatment choices including active surveillance, prostatectomy or radiotherapy. The fact that potential patient out-of-pocket costs might influence decision making has rarely been acknowledged and, overall, the risk of financial toxicity for men with localized prostate cancer remains poorly studied. This shortfall requires a work-up in the context of prostate cancer and a multidimensional framework for considering a patient's risk of financial toxicity. The major elements of this framework are direct and indirect costs, patient-specific values, expectations of possible financial burdens, and individual economic circumstances. Current data indicate that total cost patterns probably differ by treatment modality: surgery might have an increased short-term effect, whereas radiotherapy might have an increased long-term risk of financial toxicity. Specific thresholds of patient income levels or out-of-pocket costs that predict risk of financial toxicity are difficult to identify. Compared with other malignancies, prostate cancer might have a lower overall risk of financial toxicity, but persistent post-treatment urinary, bowel or sexual adverse effects are likely to increase this risk.",UNKNOWN,UNKNOWN,UNKNOWN,60
8926,32157345,Adaptive radiotherapy and the dosimetric impact of inter- and intrafractional motion on the planning target volume for prostate cancer patients,Strahlenther Onkol. 2020 Jul;196(7):647-656. doi: 10.1007/s00066-020-01596-x. Epub 2020 Mar 10.,Böckelmann F,https://www.ncbi.nlm.nih.gov/pubmed/32157345,"PURPOSE: To investigate the dosimetric influence of daily interfractional (inter) setup errors and intrafractional (intra) target motion on the planning target volume (PTV) and the possibility of an offline adaptive radiotherapy (ART) method to correct larger patient positioning uncertainties in image-guided radiotherapy for prostate cancer (PCa). MATERIALS AND METHODS: A CTV (clinical target volume)-to-PTV margin ranging from 15 mm in LR (left-right) and SI (superior-inferior) and 5-10 mm in AP (anterior-posterior) direction was applied to all patients. The dosimetric influence of this margin was retrospectively calculated by analysing systematic and random components of inter and intra errors of 31 consecutive intermediate- and high-risk localized PCa patients using daily cone beam computed tomography and kV/kV (kilo-Voltage) imaging. For each patient inter variation was assessed by observing the first 4 treatment days, which led to an offline ART-based treatment plan in case of larger variations. RESULTS: Systematic inter uncertainties were larger (1.12 in LR, 2.28 in SI and 1.48 mm in AP) than intra systematic errors (0.44 in LR, 0.69 in SI and 0.80 mm in AP). Same findings for the random error in SI direction with 3.19 (inter) and 2.30 mm (intra), whereas in LR and AP results were alike with 1.89 (inter) and 1.91 mm (intra) and 2.10 (inter) and 2.27 mm (intra), respectively. The calculated margin revealed dimensions of 4-5 mm in LR, 8-9 mm in SI and 6-7 mm in AP direction. Treatment plans which had to be adapted showed smaller variations with 1.12 (LR) and 1.72 mm (SI) for Σ and 4.17 (LR) and 3.75 mm (SI) for σ compared to initial plans with 1.77 and 2.62 mm for Σ and 4.46 and 5.39 mm for σ in LR and SI, respectively. CONCLUSION: The currently clinically used margin of 15 mm in LR and SI and 5-10 mm in AP direction includes inter and intra uncertainties. The results show that offline ART is feasible which becomes a necessity with further reductions in PTV margins.",FALSE,N/A,TRUE,50
8928,31811370,The evolution and resurgence of perineal prostatectomy in the robotic surgical era,World J Urol. 2020 Apr;38(4):821-828. doi: 10.1007/s00345-019-03004-1. Epub 2019 Dec 6.,Garisto J,https://www.ncbi.nlm.nih.gov/pubmed/31811370,"PURPOSE: To review the recent advances in terms of surgical technique and new robotic platforms applied to radical perineal prostatectomy (RPP). METHODS: A literature review was performed focusing on original articles on perineal prostatectomy searching via Medline/Pubmed and Embase. The entire spectrum was covered such as development of surgical technique including pelvic lymphadenectomy, adoption of novel surgical platforms, learning curve and future directions. RESULTS: Surgical removal of the prostate plays a significant role on the treatment of localized prostate cancer (PCa). RPP was the first surgical approach described for radical prostatectomy. This technique declined in popularity secondary to the development of the retropubic approach. Recently, the appearance of novel robotic technology has generated renewed interest in the perineal approach. CONCLUSION: There has been a recent resurgence on the interest of radical perineal prostatectomy for the treatment of localized PCa driven by the advent of new robotic surgical technologies into the field. Future studies are needed to better determine the learning curve of the perineal approach and its current role in the treatment of prostate cancer.",UNKNOWN,UNKNOWN,UNKNOWN,55
8929,32475688,Radical retropubic prostatectomy: Origins and evolution of the technique,Actas Urol Esp (Engl Ed). 2020 Jul-Aug;44(6):408-416. doi: 10.1016/j.acuro.2020.03.003. Epub 2020 May 29.,Herranz-Amo F,https://www.ncbi.nlm.nih.gov/pubmed/32475688,"OBJECTIVE: Historical review of the origins and technical evolution of retropubic prostatectomy in prostate cancer. MATERIAL AND METHOD: Review of original articles on the design of retropubic prostatectomy techniques. RESULTS: The first prostatectomy could have been performed in the early 19th century. Millin (1945) opened the way for retropubic prostatectomy with the retropubic access design. Memmelaar (1949) structured retrograde prostatectomy. Campbell designed antegrade prostatectomy (1959). Based on anatomical studies, Walsh (1983) designed retrograde prostatectomy with preservation of sexual function. CONCLUSION: Technical inputs accumulated over approximately 80 years concluded with the description of the Walsh technique, which is currently considered the standard technique for retropubic prostatectomy.",UNKNOWN,TRUE,UNKNOWN,50
8930,32293453,microRNAs identified in prostate cancer: Correlative studies on response to ionizing radiation,Mol Cancer. 2020 Mar 23;19(1):63. doi: 10.1186/s12943-020-01186-6.,Labbé M,https://www.ncbi.nlm.nih.gov/pubmed/32293453,"As the most frequently diagnosed non-skin cancer in men and a leading cause of cancer-related death, understanding the molecular mechanisms that drive treatment resistance in prostate cancer poses a significant clinical need. Radiotherapy is one of the most widely used treatments for prostate cancer, along with surgery, hormone therapy, and chemotherapy. However, inherent radioresistance of tumor cells can reduce local control and ultimately lead to poor patient outcomes, such as recurrence, metastasis and death. The underlying mechanisms of radioresistance have not been fully elucidated, but it has been suggested that miRNAs play a critical role. miRNAs are small non-coding RNAs that regulate gene expression in every signaling pathway of the cell, with one miRNA often having multiple targets. By fine-tuning gene expression, miRNAs are important players in modulating DNA damage response, cell death, tumor aggression and the tumor microenvironment, and can ultimately affect a tumor's response to radiotherapy. Furthermore, much interest has focused on miRNAs found in biofluids and their potential utility in various clinical applications. In this review, we summarize the current knowledge on miRNA deregulation after irradiation and the associated functional outcomes, with a focus on prostate cancer. In addition, we discuss the utility of circulating miRNAs as non-invasive biomarkers to diagnose, predict response to treatment, and prognosticate patient outcomes.",UNKNOWN,UNKNOWN,UNKNOWN,55
8931,32211965,Effect of observation size and apparent diffusion coefficient (ADC) value in PI-RADS v2.1 assessment category 4 and 5 observations compared to adverse pathological outcomes,Eur Radiol. 2020 Aug;30(8):4251-4261. doi: 10.1007/s00330-020-06725-9. Epub 2020 Mar 24.,Abreu-Gomez J,https://www.ncbi.nlm.nih.gov/pubmed/32211965,"OBJECTIVE: To compare observation size and apparent diffusion coefficient (ADC) values in Prostate Imaging Reporting and Data System (PI-RADS) v2.1 category 4 and 5 observations to adverse pathological features. MATERIALS AND METHODS: With institutional review board approval, 267 consecutive men with 3-T MRI before radical prostatectomy (RP) between 2012 and 2018 were evaluated by two blinded radiologists who assigned PI-RADS v2.1 scores. Discrepancies were resolved by consensus. A third blinded radiologist measured observation size and ADC (ADC.mean, ADC.min [lowest ADC within an observation], ADC.ratio [ADC.mean/ADC.peripheral zone {PZ}]). Size and ADC were compared to pathological stage and Gleason score (GS) using t tests, ANOVA, Pearson correlation, and receiver operating characteristic (ROC) analysis. RESULTS: Consensus review identified 267 true positive category 4 and 5 observations representing 83.1% (222/267) PZ and 16.9% (45/267) transition zone (TZ) tumors. Inter-observer agreement for PI-RADS v2.1 scoring was moderate (K = 0.45). Size was associated with extra-prostatic extension (EPE) (19 ± 8 versus 14 ± 6 mm, p < 0.001) and seminal vesicle invasion (SVI) (24 ± 9 versus 16 ± 7 mm, p < 0.001). Size ≥ 15 mm optimized the accuracy for EPE with area under the ROC curve (AUC) and sensitivity/specificity of 0.68 (CI 0.62-0.75) and 63.2%/65.6%. Size ≥ 19 mm optimized the accuracy for SVI with AUC/sensitivity/specificity of 0.75 (CI 0.66-0.83)/69.4%/70.6%. ADC metrics were not associated with pathological stage. Larger observation size (p = 0.032), lower ADC.min (p = 0.010), and lower ADC.ratio (p = 0.010) were associated with higher GS. Size correlated better to higher Gleason scores (p = 0.002) compared to ADC metrics (p = 0.09-0.11). CONCLUSION: Among PI-RADS v2.1 category 4 and 5 observations, size was associated with higher pathological stage whereas ADC metrics were not. Size, ADC.minimum, and ADC.ratio differed in tumors stratified by Gleason score. KEY POINTS: • Among PI-RADS category 4 and 5 observations, size but not ADC can differentiate between tumors by pathological stage. • An observation size threshold of 15 mm and 19 mm optimized the accuracy for diagnosis of extra-prostatic extension and seminal vesicle invasion. • Among PI-RADS category 4 and 5 observations, size, ADC.minimum, and ADC.ratio differed comparing tumors by Gleason score.",UNKNOWN,UNKNOWN,UNKNOWN,60
8932,32461073,Techniques and Outcomes of Salvage Robot-Assisted Radical Prostatectomy (sRARP),Eur Urol. 2020 Dec;78(6):885-892. doi: 10.1016/j.eururo.2020.05.003. Epub 2020 May 24.,De Groote R,https://www.ncbi.nlm.nih.gov/pubmed/32461073,"BACKGROUND: Salvage Robot-Assisted Radical Prostatectomy (sRARP) has been described as feasible treatment for the management of localised prostate cancer (PCa) recurrence after primary treatment. However, no large reports have published cancer and quality outcomes. OBJECTIVE: To report perioperative, functional and oncologic outcomes of sRARP in patients with localised PCa recurrence. DESIGN, SETTING, AND PARTICIPANTS: We retrospectively evaluated 106 patients with local recurrence eligible for sRARP. SURGICAL PROCEDURE: Surgery was performed using the DaVinci Si system similar to the standard approach but with adaptation to the primary treatment. MEASUREMENTS: Peri-operative outcomes included 90-day complication rate. Functional outcomes included rates of incontinence and erectile dysfunction. Oncological outcomes included tumour staging, margin rate and recurrence. RESULTS AND LIMITATIONS: Primary treatment was High Intensity Focused Ultrasound (HIFU) in 59 (56%) patients, 27 (25%) radiotherapy, 10 (9%) seed brachytherapy, 8 (8%) solitary androgen deprivation therapy (ADT), one (1%) cryotherapy and one (1%) electroporation / Nanoknife. Median follow-up was 2.1 years. 90-day complication rate was 8%. At two years or more, 50% were fully continent and 33% were socially continent. Continence rates tended to be better after focal compared to whole-gland treatments. Erectile dysfunction was present in 95%. Positive surgical margin rate was 39%. Biochemical recurrence occurred in 13% and local or metastatic recurrence in 11%. CONCLUSIONS: sRARP is technically more challenging but is a feasible option in high-volume centres for treatment of recurrent PCa. Patients should be counselled that functional outcomes are inferior to primary RARP. Adjustment of surgical technique according to the primary treatment is key for good surgical outcomes. PATIENT SUMMARY: We report our experience with sRARP for the management of localised PCa recurrence after primary treatment. This represents a feasible approach with acceptable peri-operative complications and cancer outcomes. Functional outcomes are inferior to RARP in the primary setting.",UNKNOWN,FALSE,UNKNOWN,73
8933,32442822,A biochemical definition of cure after brachytherapy for prostate cancer,Radiother Oncol. 2020 Aug;149:64-69. doi: 10.1016/j.radonc.2020.04.038. Epub 2020 Apr 27.,Crook JM,https://www.ncbi.nlm.nih.gov/pubmed/32442822,"BACKGROUND AND PURPOSE: To identify a PSA threshold value at an intermediate follow-up time after low dose rate (LDR) prostate brachytherapy associated with cure, defined as long-term (10-15 year) freedom from prostate cancer. MATERIALS AND METHODS: Data from 7 institutions for 14,220 patients with localized prostate cancer treated with LDR brachytherapy, either alone (8552) or with external beam radiotherapy (n = 1175), androgen deprivation (n = 3165), or both (n = 1328), were analyzed. Risk distribution was 42.4% favorable, 49.2% intermediate, and 8.4% high-risk. Patients with clinical failure before 3.5 years were excluded. Kaplan-Meier analysis was used with clinical failure (local, distant, regional or biochemical triggering salvage) as an endpoint for each of four PSA categories: PSA ≤ 0.2, >0.2 to ≤0.5, >0.5 to ≤1.0, and >1.0 ng/mL. PSA levels at 4 years (±6 months) in 8746 patients without clinical failure were correlated with disease status at 10-15 years. RESULTS: For the 77.1% of patients with 4-year PSA ≤ 0.2, the freedom-from-recurrence (FFR) rates were 98.7% (95% CI 98.3-99.0) at 10 years and 96.1% (95% CI 94.8-97.2) at 15 years. Three independent validation cohorts confirmed 97-99% 10-year FFR rates with 4-year PSA ≤ 0.2. Successive PSA categories were associated with diminished disease-free rates at 10 and 15 years. PSA category was strongly associated with treatment success (p < 0.0005). CONCLUSIONS: Since 98.7% of patients with PSA ≤ 0.2 ng/mL at 4 years after LDR prostate brachytherapy were disease-free beyond 10 years, we suggest adopting this biochemical definition of cure for patients with ≥4 years' follow-up after LDR brachytherapy.",FALSE,N/A,UNKNOWN,60
8934,32051551,Focal therapy for localized prostate cancer in the era of routine multi-parametric MRI,Prostate Cancer Prostatic Dis. 2020 Jun;23(2):232-243. doi: 10.1038/s41391-020-0206-6. Epub 2020 Feb 12.,Connor MJ,https://www.ncbi.nlm.nih.gov/pubmed/32051551,"BACKGROUND: Prostate cancer focal therapy aims to minimize the side-effects of whole gland treatments, such as radical prostatectomy and radiotherapy without compromising oncological efficacy. However, concerns exist regarding the multifocal nature of prostate cancer and the lack of long-term oncological data for this form of treatment. In recent years, the routine adoption of multi-parametric magnetic resonance imaging (mpMRI) of the prostate has improved our ability to select candidates for focal therapy and to accurately deliver this form of prostate cancer treatment. METHODS: We performed a review of the literature to provide a summary of the oncological and functional outcomes of men receiving primary prostate focal therapy. Furthermore, we discuss the impact of the routine implementation of mpMRI as part of the initial prostate cancer diagnostic pathway on the selection of candidates and delivery of focal therapy. Finally, we summarize knowledge gaps in the field and highlight active clinical trials in this arena. RESULTS: Primary focal therapy involves the application of one of a number of energies that ablate tissue, such as cryotherapy and high intensity focused ultrasound (HIFU). Success is principally dependent on highly accurate patient selection and disease localization underpinned in large part by the routine integration of pre-biopsy mpMRI. Prospective medium-term follow-up data for primary HIFU and cryotherapy for men with intermediate-risk disease have shown acceptable cancer control with low risk of side effects and complications. Additional research is needed to clearly define an appropriate follow-up approach and to guide the management of in- and out-of-field recurrences. Multiple comparative trials with randomization against standard care are currently underway in men with intermediate- and high-risk prostate cancer. CONCLUSION: The widespread adoption of prostate mpMRI has led to improved disease localization, enabling the performance of focal therapy as a viable treatment strategy for men with low volume intermediate-risk prostate cancer.",FALSE,N/A,TRUE,80
8935,32402143,Transvesical robot-assisted radical prostatectomy: initial experience and surgical outcomes,BJU Int. 2020 Aug;126(2):300-308. doi: 10.1111/bju.15111. Epub 2020 Jun 1.,Zhou X,https://www.ncbi.nlm.nih.gov/pubmed/32402143,"OBJECTIVES: To describe in detail the techniques for transvesical robot-assisted radical prostatectomy (RARP) using the da Vinci Si/Xi system (Intuitive Surgical, Sunnyvale, CA, USA) and to evaluate functional and oncological outcomes in 35 patients with prostate cancer. PATIENTS AND METHODS: Thirty-five patients with localized prostate cancer were enrolled for transvesical RARP. The patients' preoperative data (mean ± sd age 63.4 ± 8.1 years, body mass index 28.6 ± 5.3 kg/m<sup>2</sup> , total prostate-specific antigen 10.8 ± 4.9 ng/mL and prostate volume 30.6 ± 14.4 mL, and median [interquartile range {IQR}] biopsy Gleason score 6 [6-7], and International Index of Erectile Function [IIEF]-5 score 18 [16-20]) were collected. Preoperative assessment revealed 28 cases of cT2a and seven cases of cT2b disease. All patients were continent preoperatively (defined as no pad required or one dry pad per day as a precaution). Surgical results and peri-operative complications were assessed. All patients were followed up for at least 12 months postoperatively. RESULTS: The mean operating time was 150 ± 35 min. Estimated blood loss was 100 ± 45 mL. Urinary infection was noted in one patient and managed with levofloxacin. Another patient complained of nocturia on postoperative day 14, which was relieved with solifenacin succinate. Urethral catheters were removed on postoperative day 7. Thirty-two patients achieved immediate urinary continence, with three patients returning to full continence on postoperative day 14. Postoperative pathology confirmed 24 pT2a cases, nine pT2b cases and two pT2c cases (median [IQR] Gleason score 6 [6-7]). Positive surgical margins were found in four patients (11.4%). No urethral stricture or urinary leakage was noted on urethrocystography taken 3 months after surgery. Urodynamic studies were performed preoperatively and 6 months after surgery: median (IQR) maximum urinary flow 12.2 (10.2-14.9) vs 13.7 (10.1-15.0) mL/s; bladder capacity 385.3 (351.3-410.2) vs 370.2 (330.1-395.4) mL; and voiding phase detrusor contractility 38.5 (27.8-42.3) vs 35.6 (28.3-41.3) mmH<sub>2</sub> O, respectively. During a minimum of 12 months of follow-up, no biochemical recurrence was noted in any patient. The median (IQR) IIEF-5 score was 17 (16-19). CONCLUSIONS: The transvesical approach is a valid alternative to RARP in selected patients, providing promising postoperative urinary continence. Long-term functional and oncological results require further investigation.",UNKNOWN,UNKNOWN,UNKNOWN,73
8936,31705700,Hemi-ablative low-dose-rate prostate brachytherapy for unilateral localised prostate cancer,BJU Int. 2020 Mar;125(3):383-390. doi: 10.1111/bju.14948. Epub 2019 Dec 23.,Langley S,https://www.ncbi.nlm.nih.gov/pubmed/31705700,"OBJECTIVES: To report clinical outcomes of the Hemi-Ablative Prostate Brachytherapy (HAPpy) trial evaluating treatment-related toxicity and effectiveness of hemi-gland (HG) low-dose-rate (LDR) prostate brachytherapy as a focal approach to control unilateral localised prostate cancer. PATIENTS AND METHODS: Single institution phase IIS pilot study of patients treated with focal 4D Brachytherapy™ (BXTAccelyon, Burnham, Buckinghamshire, UK). The primary outcome was patient-reported toxicity 24 months after implant. The secondary outcome was assessment of disease control. Outcomes in HG patients were compared to whole-gland (WG) controls obtained from our prospective cohort registry by negative binomial and linear regression models. RESULTS: Pre-treatment demography was similar between the 30 HG patients and 362 WG controls. Post-implant dosimetry was similar for the prostate gland target volumes and significantly reduced for the urethra and bowel in HG patients relative to WG controls, but this did not translate into a difference in post-implant mean symptom scores between the two groups. Nevertheless, the change in score from baseline indicated that the impact on pre-treatment symptom status was less after HG implants. Only HG patients showed a return to baseline urinary scores as early as 12 months. Sexual potency was conserved in 73% and 67% of HG and WG patients, respectively (P = 0.84). Post-implant prostate-specific antigen (PSA) kinetics revealed that baseline PSA was reduced at 24 months by 78% and 88% in HG and WG patients, respectively (P < 0.05). Treatment relapse occurred in one (3%) HG patient 55 months after implant and in nine (3%) WG patients at 32-67 months after implant. CONCLUSION: This pilot study suggests that treatment-related toxicity and biochemical outcomes after HG implants are broadly similar to those observed with WG treatment despite the lower dose delivered by HG implants.",UNKNOWN,UNKNOWN,UNKNOWN,70
8937,31695139,Prostate cancer characteristics and cancer-specific mortality of Native American patients,Prostate Cancer Prostatic Dis. 2020 Jun;23(2):277-285. doi: 10.1038/s41391-019-0184-8. Epub 2019 Nov 6.,Deuker M,https://www.ncbi.nlm.nih.gov/pubmed/31695139,"BACKGROUND: Historical epidemiological data indicate that Native American patients may have worse prostate cancer (PCa) characteristics than Caucasian patients (CAP). To test for cancer-specific mortality (CSM) differences among Native American vs. CAP, the most contemporary version of the SEER database (Surveillance, Epidemiology, and End Results database [2004-2016]) was used. METHODS: Descriptives and time trend analyses focused on a combined cohort of 357,289 Caucasian and Native American PCa patients of all stages. After 1:4 propensity-score (PS) matching for stage, grade, and other patient characteristics, cumulative incidence plots, and competing-risks-regression-models (CRR) were used, with further stratification according to non-metastatic (T<sub>any</sub>N<sub>0</sub>M<sub>0</sub>) vs. metastatic (T<sub>any</sub>N<sub>1</sub> and/or M<sub>1</sub>) stages. RESULTS: Native American patients accounted for 1804 (0.5%) of the study cohort. Native American patients had higher PSA (8 ng/ml vs. 6.3 ng/ml), higher rate of D'Amico high-risk PCa (30.8 vs. 24.8%), higher rate of T3/T4-PCa (5.5 vs. 3.7%), higher rate of N1 stage (4.5 vs. 2.8%), and higher rate of M1 stage (7.5 vs. 3.9%, all p < 0.001) than CAP. In T<sub>any</sub>N<sub>0</sub>M<sub>0</sub> patients after PS-matching, 10-year CSM was 5.7 vs. 6.2% in Native American vs. CAP. In T<sub>any</sub>N<sub>1</sub> and/or M<sub>1</sub> patients, 10-year CSM was 64.3 vs. 63.3% in Native American vs. CAP, (both p = 0.8). In CRR, Native American race did not represent an independent predictor of CSM. CONCLUSIONS: Native American patients have more unfavorable stage and grade at presentation. However, after adjustment for these characteristics, CSM in Native American patients is not higher than in CAP. In consequence, PCa prognosis does not differ between Native American and Caucasian race. Therefore, efforts should be made to diagnose PCa in Native Americans at an earlier and more favorable stage like in CAP.",FALSE,N/A,UNKNOWN,60
8938,31863617,Salvage radical prostatectomy following focal therapy: functional and oncological outcomes,BJU Int. 2020 Apr;125(4):525-530. doi: 10.1111/bju.14976. Epub 2020 Jan 9.,Herrera-Caceres JO,https://www.ncbi.nlm.nih.gov/pubmed/31863617,"OBJECTIVES: To report the oncological and functional outcomes of salvage radical prostatectomy (sRP) after focal therapy (FT). PATIENTS AND METHODS: A retrospective review of all patients who underwent sRP after FT was performed. Clinical and pathological outcomes focussed on surgical complications, oncological, and functional outcomes. RESULTS: In all, 34 patients were identified. The median (interquartile range [IQR]) age was 61 (8.25) years. FT modalities included high-intensity focussed ultrasound (19 patients), laser ablation (13), focal brachytherapy (one) and cryotherapy (one). The median (IQR) time from FT to recurrence was 10.9 (17.6) months. There were no rectal or ureteric injuries. Two (5.9%) patients had iatrogenic cystotomies and four (11.8%) developed bladder neck contractures. The mean (sd) hospital stay was 2.5 (2.1) days. The T-stage was pT2 in 14 (41.2%) patients, pT3a in 16 (47.1%), and pT3b in four (11.8%). In all, 13 (38%) patients had positive surgical margins (PSMs). Six (17.6%) patients received adjuvant radiotherapy (RT). At a mean follow-up of 4.3 years, seven (20.6%) patients developed biochemical recurrence (BCR), and of these, six (17.6%) patients required salvage RT. PSMs were associated with worse BCR-free survival (hazard ratio 6.624, 95% confidence interval 2.243-19.563; P < 0.001). The median (IQR) preoperative International Prostate Symptom Score and International Index of Erectile Function score was 7 (4.5-9.5) and 23.5 (15.75-25) respectively, while in the final follow-up the median (IQR) values were 7 (3.5-11) and 6 (5-12.25), respectively (P = 0.088 and P < 0.001). At last follow-up, 31 (91.2%) patients were continent, two (5.9%) had moderate (>1 pad/day) incontinence, and one (2.9%) required an artificial urinary sphincter. CONCLUSIONS: sRP should be considered as an option for patients who have persistent clinically significant prostate cancer or recurrence after FT. PSMs should be recognised as a risk for recurrent disease after sRP.",UNKNOWN,FALSE,UNKNOWN,81
8939,32122185,Radical radiotherapy for prostate cancer: patterns of care in Sweden 1998-2016,Acta Oncol. 2020 May;59(5):549-557. doi: 10.1080/0284186X.2020.1730003. Epub 2020 Mar 3.,Beckmann K,https://www.ncbi.nlm.nih.gov/pubmed/32122185,"<b>Introduction:</b> Radiotherapy is an established treatment option for prostate cancer (PCa), both as primary treatment and secondary treatment after radical prostatectomy (RP). Since 1998, detailed data on radiotherapy delivered to Swedish men with PCa (e.g. treatment modalities, absorbed doses, fractionation) have been collated within PCa data Base Sweden (PCBaSe). This study reports patterns of radical radiotherapy for PCa in Sweden over the past two decades.<b>Materials and methods:</b> All men with non-metastatic PCa (1998-2016) who received external beam radiotherapy (EBRT) or high or low dose-rate brachytherapy (HDR-BT/LDR-BT) were identified in PCBaSe. Analyses included: trends in radiation techniques, fractionation patterns and total doses over time; PCa-specific survival comparing treatment in 2007-2017 with 1998-2006; and regional variation in type of primary radiotherapy.<b>Results:</b> About 20,876 men underwent primary radiotherapy. The main treatment modalities include conventionally fractionated (2.0 Gy/fraction) EBRT (51%), EBRT with HDR-BT boost (27%) and hypofractionated (>2.4 Gy/fraction) EBRT (11%). EBRT with photon or proton boost and HDR-BT and LDR-BT monotherapies were each used minimally. Use of dose-escalated EBRT (>74 Gy) and moderate hypofractionation increased over time, while use of HDR-BT declined. Considerable regional variation in treatment modalities was apparent. Risk of PCa death following primary radiotherapy had declined for intermediate-risk (HR: 0.60; 95%CI 0.47-0.87) and high-risk PCa (HR: 0.72; 95%CI 0.61-0.86).<b>Discussion:</b> Increased use of dose escalation and hypofractionated EBRT has occurred in Sweden over the past two decades, reflecting current evidence and practice guidelines. Disease-specific outcomes have also improved. Data collected in PCBaSe provide an excellent resource for further research into RT use in PCa management.",FALSE,N/A,UNKNOWN,73
